PRODUCT_CATEGORY;REVENUE;STORE_LOCATION;TRANSACTION_DATE;TRANSACTION_TIME;TIME_BUCKET
Loose Tea;8.95;Hell's Kitchen;2023/06/16;09:42:49.000;01.Morning
Loose Tea;8.95;Lower Manhattan;2023/06/15;16:18:30.000;01.Evening
Loose Tea;8.95;Hell's Kitchen;2023/06/08;15:01:19.000;02.Afternoon
Loose Tea;8.95;Astoria;2023/05/08;10:45:57.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/06/12;17:12:14.000;01.Evening
Loose Tea;8.95;Hell's Kitchen;2023/06/16;17:22:44.000;01.Evening
Loose Tea;8.95;Hell's Kitchen;2023/05/10;06:33:08.000;01.Morning
Loose Tea;8.95;Astoria;2023/05/09;16:45:52.000;01.Evening
Loose Tea;8.95;Hell's Kitchen;2023/05/12;15:45:14.000;02.Afternoon
Loose Tea;8.95;Lower Manhattan;2023/06/17;10:24:42.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/05/31;10:22:15.000;01.Morning
Loose Tea;8.95;Astoria;2023/05/09;16:04:41.000;01.Evening
Loose Tea;8.95;Astoria;2023/06/08;10:44:23.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/06/09;11:53:17.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/05/16;07:44:42.000;01.Morning
Loose Tea;8.95;Astoria;2023/06/11;19:48:27.000;01.Evening
Loose Tea;8.95;Hell's Kitchen;2023/05/20;09:15:46.000;01.Morning
Loose Tea;8.95;Astoria;2023/06/17;07:41:26.000;01.Morning
Loose Tea;8.95;Lower Manhattan;2023/06/15;14:05:07.000;02.Afternoon
Loose Tea;8.95;Lower Manhattan;2023/05/09;08:41:24.000;01.Morning
Loose Tea;8.95;Astoria;2023/06/16;14:05:31.000;02.Afternoon
Loose Tea;8.95;Astoria;2023/06/19;16:24:10.000;01.Evening
Loose Tea;8.95;Lower Manhattan;2023/06/09;07:52:18.000;01.Morning
Loose Tea;8.95;Lower Manhattan;2023/06/19;17:34:47.000;01.Evening
Loose Tea;8.95;Hell's Kitchen;2023/06/09;08:18:34.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/06/25;14:32:27.000;02.Afternoon
Loose Tea;8.95;Hell's Kitchen;2023/06/09;09:38:57.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/05/23;07:54:58.000;01.Morning
Loose Tea;8.95;Astoria;2023/05/10;19:54:02.000;01.Evening
Loose Tea;8.95;Astoria;2023/05/08;19:58:16.000;01.Evening
Loose Tea;8.95;Lower Manhattan;2023/06/15;06:04:06.000;01.Morning
Loose Tea;8.95;Astoria;2023/06/10;19:51:55.000;01.Evening
Loose Tea;8.95;Hell's Kitchen;2023/05/08;10:56:30.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/05/26;18:51:32.000;01.Evening
Loose Tea;8.95;Lower Manhattan;2023/05/13;07:28:49.000;01.Morning
Loose Tea;8.95;Astoria;2023/05/12;09:19:49.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/06/13;08:22:09.000;01.Morning
Loose Tea;8.95;Lower Manhattan;2023/05/10;16:00:44.000;01.Evening
Loose Tea;8.95;Astoria;2023/05/16;08:08:57.000;01.Morning
Loose Tea;8.95;Lower Manhattan;2023/05/21;07:18:23.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/05/12;12:38:05.000;02.Afternoon
Loose Tea;8.95;Hell's Kitchen;2023/06/14;09:33:36.000;01.Morning
Loose Tea;8.95;Lower Manhattan;2023/05/23;07:20:00.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/05/09;08:18:34.000;01.Morning
Loose Tea;8.95;Lower Manhattan;2023/05/09;10:02:26.000;01.Morning
Loose Tea;8.95;Astoria;2023/06/12;17:14:37.000;01.Evening
Loose Tea;8.95;Astoria;2023/06/19;09:17:40.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/06/17;08:21:38.000;01.Morning
Loose Tea;8.95;Lower Manhattan;2023/06/10;16:00:44.000;01.Evening
Loose Tea;8.95;Hell's Kitchen;2023/05/09;09:38:57.000;01.Morning
Loose Tea;8.95;Astoria;2023/06/12;13:45:34.000;02.Afternoon
Loose Tea;8.95;Hell's Kitchen;2023/06/25;18:20:52.000;01.Evening
Loose Tea;8.95;Astoria;2023/05/09;09:06:53.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/06/08;07:11:11.000;01.Morning
Loose Tea;8.95;Astoria;2023/06/30;08:25:25.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/05/26;09:30:51.000;01.Morning
Loose Tea;8.95;Astoria;2023/06/20;11:58:36.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/05/16;17:22:44.000;01.Evening
Loose Tea;8.95;Hell's Kitchen;2023/06/14;09:56:34.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/05/10;11:32:06.000;01.Morning
Loose Tea;8.95;Astoria;2023/05/11;19:48:27.000;01.Evening
Loose Tea;8.95;Hell's Kitchen;2023/05/18;07:27:07.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/06/18;08:17:05.000;01.Morning
Loose Tea;8.95;Lower Manhattan;2023/05/07;07:07:56.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/05/18;10:09:41.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/06/14;08:13:22.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/06/21;16:23:36.000;01.Evening
Loose Tea;8.95;Lower Manhattan;2023/06/11;08:51:29.000;01.Morning
Loose Tea;8.95;Lower Manhattan;2023/05/13;16:37:25.000;01.Evening
Loose Tea;8.95;Hell's Kitchen;2023/06/16;11:24:43.000;01.Morning
Loose Tea;8.95;Astoria;2023/06/08;07:17:40.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/06/25;08:36:33.000;01.Morning
Loose Tea;8.95;Lower Manhattan;2023/05/30;07:52:18.000;01.Morning
Loose Tea;8.95;Lower Manhattan;2023/06/12;15:20:46.000;02.Afternoon
Loose Tea;8.95;Hell's Kitchen;2023/06/23;06:46:36.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/06/15;16:30:44.000;01.Evening
Loose Tea;8.95;Astoria;2023/05/16;09:07:47.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/05/13;09:54:16.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/05/31;09:18:54.000;01.Morning
Loose Tea;8.95;Lower Manhattan;2023/05/15;16:18:30.000;01.Evening
Loose Tea;8.95;Hell's Kitchen;2023/05/26;11:03:02.000;01.Morning
Loose Tea;8.95;Astoria;2023/05/09;18:28:11.000;01.Evening
Loose Tea;8.95;Hell's Kitchen;2023/05/22;15:46:02.000;02.Afternoon
Loose Tea;8.95;Astoria;2023/05/15;09:17:40.000;01.Morning
Loose Tea;8.95;Lower Manhattan;2023/05/30;09:20:55.000;01.Morning
Loose Tea;8.95;Astoria;2023/06/09;16:04:41.000;01.Evening
Loose Tea;8.95;Hell's Kitchen;2023/05/24;09:31:54.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/06/19;10:49:59.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/06/15;17:07:47.000;01.Evening
Loose Tea;8.95;Hell's Kitchen;2023/06/16;07:44:42.000;01.Morning
Loose Tea;8.95;Astoria;2023/06/15;09:52:03.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/06/20;09:01:23.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/05/31;09:44:57.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/06/15;09:49:15.000;01.Morning
Loose Tea;8.95;Astoria;2023/06/16;07:48:37.000;01.Morning
Loose Tea;8.95;Lower Manhattan;2023/06/13;12:05:51.000;02.Afternoon
Loose Tea;8.95;Lower Manhattan;2023/06/11;15:42:11.000;02.Afternoon
Loose Tea;8.95;Lower Manhattan;2023/06/08;08:36:15.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/05/10;09:54:31.000;01.Morning
Loose Tea;8.95;Astoria;2023/06/09;16:45:52.000;01.Evening
Loose Tea;8.95;Lower Manhattan;2023/05/25;06:45:40.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/06/11;09:57:14.000;01.Morning
Loose Tea;8.95;Lower Manhattan;2023/05/31;10:02:26.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/05/25;07:11:29.000;01.Morning
Loose Tea;8.95;Lower Manhattan;2023/05/23;11:46:22.000;01.Morning
Loose Tea;8.95;Lower Manhattan;2023/05/16;08:51:15.000;01.Morning
Loose Tea;8.95;Lower Manhattan;2023/06/22;08:39:10.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/05/25;08:36:33.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/05/21;09:51:59.000;01.Morning
Loose Tea;8.95;Astoria;2023/06/20;08:25:51.000;01.Morning
Loose Tea;8.95;Astoria;2023/05/15;08:03:48.000;01.Morning
Loose Tea;8.95;Lower Manhattan;2023/06/25;06:45:40.000;01.Morning
Loose Tea;8.95;Astoria;2023/05/12;13:45:34.000;02.Afternoon
Loose Tea;8.95;Hell's Kitchen;2023/06/25;10:48:21.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/05/12;17:12:14.000;01.Evening
Loose Tea;8.95;Lower Manhattan;2023/06/17;13:29:24.000;02.Afternoon
Loose Tea;8.95;Astoria;2023/06/14;18:25:50.000;01.Evening
Loose Tea;8.95;Hell's Kitchen;2023/05/08;17:04:51.000;01.Evening
Loose Tea;8.95;Hell's Kitchen;2023/06/14;12:17:29.000;02.Afternoon
Loose Tea;8.95;Lower Manhattan;2023/06/21;08:27:24.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/05/15;17:07:47.000;01.Evening
Loose Tea;8.95;Astoria;2023/06/09;10:47:11.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/06/30;17:25:21.000;01.Evening
Loose Tea;8.95;Hell's Kitchen;2023/05/12;13:45:16.000;02.Afternoon
Loose Tea;8.95;Astoria;2023/06/10;19:54:02.000;01.Evening
Loose Tea;8.95;Lower Manhattan;2023/05/15;14:05:07.000;02.Afternoon
Loose Tea;8.95;Lower Manhattan;2023/05/15;09:36:25.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/05/10;11:28:28.000;01.Morning
Loose Tea;8.95;Lower Manhattan;2023/06/15;10:43:59.000;01.Morning
Loose Tea;8.95;Lower Manhattan;2023/05/24;11:21:00.000;01.Morning
Loose Tea;8.95;Lower Manhattan;2023/06/14;09:43:36.000;01.Morning
Loose Tea;8.95;Astoria;2023/05/16;07:48:15.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/06/09;14:00:37.000;02.Afternoon
Loose Tea;8.95;Hell's Kitchen;2023/05/18;08:28:32.000;01.Morning
Loose Tea;8.95;Lower Manhattan;2023/06/11;13:45:06.000;02.Afternoon
Loose Tea;8.95;Hell's Kitchen;2023/06/14;09:56:06.000;01.Morning
Loose Tea;8.95;Astoria;2023/06/12;07:16:09.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/05/13;10:08:51.000;01.Morning
Loose Tea;8.95;Astoria;2023/05/18;09:18:48.000;01.Morning
Loose Tea;8.95;Lower Manhattan;2023/06/07;10:01:19.000;01.Morning
Loose Tea;8.95;Lower Manhattan;2023/05/27;14:22:08.000;02.Afternoon
Loose Tea;8.95;Hell's Kitchen;2023/06/10;15:40:29.000;02.Afternoon
Loose Tea;8.95;Lower Manhattan;2023/06/24;11:21:00.000;01.Morning
Loose Tea;8.95;Astoria;2023/05/15;09:52:03.000;01.Morning
Loose Tea;8.95;Lower Manhattan;2023/06/15;09:36:25.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/06/22;19:26:18.000;01.Evening
Loose Tea;8.95;Lower Manhattan;2023/05/08;08:36:15.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/06/18;09:53:37.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/05/14;09:18:54.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/05/13;08:06:45.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/05/26;06:58:52.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/05/14;15:58:21.000;02.Afternoon
Loose Tea;8.95;Lower Manhattan;2023/05/30;07:07:13.000;01.Morning
Loose Tea;8.95;Astoria;2023/06/21;09:08:17.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/06/14;09:15:43.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/05/21;16:23:36.000;01.Evening
Loose Tea;8.95;Hell's Kitchen;2023/05/18;08:53:28.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/06/08;10:56:30.000;01.Morning
Loose Tea;8.95;Lower Manhattan;2023/05/16;12:43:59.000;02.Afternoon
Loose Tea;8.95;Lower Manhattan;2023/06/21;07:18:23.000;01.Morning
Loose Tea;8.95;Astoria;2023/05/12;17:14:37.000;01.Evening
Loose Tea;8.95;Astoria;2023/06/18;08:25:25.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/05/12;10:22:15.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/05/18;09:53:37.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/06/15;10:48:40.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/06/13;18:01:24.000;01.Evening
Loose Tea;8.95;Astoria;2023/06/14;09:08:17.000;01.Morning
Loose Tea;8.95;Astoria;2023/06/14;10:55:47.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/06/10;16:50:43.000;01.Evening
Loose Tea;8.95;Astoria;2023/05/15;08:05:29.000;01.Morning
Loose Tea;8.95;Astoria;2023/06/18;07:57:41.000;01.Morning
Loose Tea;8.95;Astoria;2023/06/18;10:51:53.000;01.Morning
Loose Tea;8.95;Astoria;2023/06/30;10:47:11.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/06/10;11:32:06.000;01.Morning
Loose Tea;8.95;Astoria;2023/05/20;08:25:51.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/05/15;09:34:27.000;01.Morning
Loose Tea;8.95;Lower Manhattan;2023/06/18;10:22:42.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/06/25;09:19:33.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/06/21;08:49:17.000;01.Morning
Loose Tea;8.95;Lower Manhattan;2023/06/13;07:28:49.000;01.Morning
Loose Tea;8.95;Astoria;2023/05/20;07:52:10.000;01.Morning
Loose Tea;8.95;Astoria;2023/06/18;12:53:56.000;02.Afternoon
Loose Tea;8.95;Astoria;2023/06/21;18:25:50.000;01.Evening
Loose Tea;8.95;Lower Manhattan;2023/06/25;06:17:12.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/06/13;10:08:51.000;01.Morning
Loose Tea;8.95;Astoria;2023/05/16;18:37:01.000;01.Evening
Loose Tea;8.95;Hell's Kitchen;2023/06/24;14:36:59.000;02.Afternoon
Loose Tea;8.95;Lower Manhattan;2023/06/16;16:58:13.000;01.Evening
Loose Tea;8.95;Hell's Kitchen;2023/05/18;09:15:08.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/06/26;09:30:51.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/05/23;08:11:45.000;01.Morning
Loose Tea;8.95;Lower Manhattan;2023/05/09;17:50:27.000;01.Evening
Loose Tea;8.95;Hell's Kitchen;2023/05/20;09:01:23.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/06/08;17:24:58.000;01.Evening
Loose Tea;8.95;Lower Manhattan;2023/05/14;12:29:58.000;02.Afternoon
Loose Tea;8.95;Hell's Kitchen;2023/05/31;15:01:19.000;02.Afternoon
Loose Tea;8.95;Astoria;2023/05/19;08:05:29.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/06/21;10:55:58.000;01.Morning
Loose Tea;8.95;Astoria;2023/06/18;07:52:46.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/05/23;06:46:36.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/05/14;12:17:29.000;02.Afternoon
Loose Tea;8.95;Astoria;2023/06/08;18:29:38.000;01.Evening
Loose Tea;8.95;Hell's Kitchen;2023/06/18;09:15:08.000;01.Morning
Loose Tea;8.95;Astoria;2023/05/16;14:05:31.000;02.Afternoon
Loose Tea;8.95;Hell's Kitchen;2023/05/22;19:26:18.000;01.Evening
Loose Tea;8.95;Hell's Kitchen;2023/05/11;10:17:50.000;01.Morning
Loose Tea;8.95;Astoria;2023/05/18;19:39:15.000;01.Evening
Loose Tea;8.95;Hell's Kitchen;2023/06/16;09:27:10.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/05/15;12:12:06.000;02.Afternoon
Loose Tea;8.95;Astoria;2023/05/14;09:08:17.000;01.Morning
Loose Tea;8.95;Astoria;2023/06/19;09:52:03.000;01.Morning
Loose Tea;8.95;Astoria;2023/06/16;08:08:57.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/05/25;14:32:27.000;02.Afternoon
Loose Tea;8.95;Hell's Kitchen;2023/06/14;17:25:21.000;01.Evening
Loose Tea;8.95;Lower Manhattan;2023/06/30;13:45:06.000;02.Afternoon
Loose Tea;8.95;Lower Manhattan;2023/06/13;16:37:25.000;01.Evening
Loose Tea;8.95;Lower Manhattan;2023/05/15;06:07:43.000;01.Morning
Loose Tea;8.95;Astoria;2023/06/16;09:07:47.000;01.Morning
Loose Tea;8.95;Lower Manhattan;2023/06/20;10:31:57.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/05/18;10:43:24.000;01.Morning
Loose Tea;8.95;Astoria;2023/05/08;16:21:55.000;01.Evening
Loose Tea;8.95;Astoria;2023/05/14;18:25:50.000;01.Evening
Loose Tea;8.95;Hell's Kitchen;2023/05/10;12:15:57.000;02.Afternoon
Loose Tea;8.95;Lower Manhattan;2023/06/25;13:06:46.000;02.Afternoon
Loose Tea;8.95;Lower Manhattan;2023/06/16;08:51:15.000;01.Morning
Loose Tea;8.95;Lower Manhattan;2023/05/18;08:07:06.000;01.Morning
Loose Tea;8.95;Lower Manhattan;2023/06/23;06:40:16.000;01.Morning
Loose Tea;8.95;Astoria;2023/05/20;14:54:24.000;02.Afternoon
Loose Tea;8.95;Hell's Kitchen;2023/05/30;09:56:34.000;01.Morning
Loose Tea;8.95;Astoria;2023/05/18;08:35:36.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/06/26;06:58:52.000;01.Morning
Loose Tea;8.95;Astoria;2023/06/20;08:56:10.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/06/19;08:04:30.000;01.Morning
Loose Tea;8.95;Lower Manhattan;2023/05/30;09:43:36.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/06/08;08:26:31.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/05/25;09:19:33.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/05/16;09:23:33.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/05/14;09:56:34.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/06/07;10:42:23.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/06/23;08:11:45.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/05/16;09:42:49.000;01.Morning
Loose Tea;8.95;Astoria;2023/06/09;16:17:33.000;01.Evening
Loose Tea;8.95;Hell's Kitchen;2023/06/22;15:46:02.000;02.Afternoon
Loose Tea;8.95;Hell's Kitchen;2023/06/20;09:15:46.000;01.Morning
Loose Tea;8.95;Lower Manhattan;2023/06/07;07:07:56.000;01.Morning
Loose Tea;8.95;Astoria;2023/06/12;09:19:49.000;01.Morning
Loose Tea;8.95;Astoria;2023/06/08;12:09:18.000;02.Afternoon
Loose Tea;8.95;Lower Manhattan;2023/05/24;09:20:55.000;01.Morning
Loose Tea;8.95;Astoria;2023/06/19;08:05:29.000;01.Morning
Loose Tea;8.95;Astoria;2023/06/08;19:58:16.000;01.Evening
Loose Tea;8.95;Lower Manhattan;2023/06/24;09:20:55.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/05/13;18:01:24.000;01.Evening
Loose Tea;8.95;Hell's Kitchen;2023/06/14;09:44:57.000;01.Morning
Loose Tea;8.95;Astoria;2023/05/20;11:58:36.000;01.Morning
Loose Tea;8.95;Lower Manhattan;2023/06/13;17:41:18.000;01.Evening
Loose Tea;8.95;Hell's Kitchen;2023/06/25;07:11:29.000;01.Morning
Loose Tea;8.95;Astoria;2023/06/20;14:54:24.000;02.Afternoon
Loose Tea;8.95;Hell's Kitchen;2023/05/14;17:25:21.000;01.Evening
Loose Tea;8.95;Astoria;2023/05/19;09:17:40.000;01.Morning
Loose Tea;8.95;Lower Manhattan;2023/05/14;09:43:36.000;01.Morning
Loose Tea;8.95;Astoria;2023/05/20;08:56:10.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/05/17;08:53:28.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/06/10;09:54:31.000;01.Morning
Loose Tea;8.95;Astoria;2023/05/21;18:25:50.000;01.Evening
Loose Tea;8.95;Hell's Kitchen;2023/06/23;07:54:58.000;01.Morning
Loose Tea;8.95;Astoria;2023/06/15;09:17:40.000;01.Morning
Loose Tea;8.95;Astoria;2023/05/20;07:51:41.000;01.Morning
Loose Tea;8.95;Astoria;2023/06/08;16:21:55.000;01.Evening
Loose Tea;8.95;Lower Manhattan;2023/05/11;13:45:06.000;02.Afternoon
Loose Tea;8.95;Hell's Kitchen;2023/05/14;09:15:43.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/05/11;09:57:14.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/06/13;09:54:16.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/06/24;19:10:06.000;01.Evening
Loose Tea;8.95;Lower Manhattan;2023/05/24;10:51:20.000;01.Morning
Loose Tea;8.95;Lower Manhattan;2023/06/18;06:59:11.000;01.Morning
Loose Tea;8.95;Lower Manhattan;2023/05/21;14:58:09.000;02.Afternoon
Loose Tea;8.95;Hell's Kitchen;2023/06/24;07:04:49.000;01.Morning
Loose Tea;8.95;Astoria;2023/06/18;08:39:19.000;01.Morning
Loose Tea;8.95;Lower Manhattan;2023/05/13;16:01:52.000;01.Evening
Loose Tea;8.95;Hell's Kitchen;2023/06/14;15:58:21.000;02.Afternoon
Loose Tea;8.95;Hell's Kitchen;2023/05/08;08:26:31.000;01.Morning
Loose Tea;8.95;Lower Manhattan;2023/06/09;10:02:26.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/05/08;15:01:19.000;02.Afternoon
Loose Tea;8.95;Lower Manhattan;2023/06/07;08:21:08.000;01.Morning
Loose Tea;8.95;Lower Manhattan;2023/06/24;10:51:20.000;01.Morning
Loose Tea;8.95;Astoria;2023/06/20;14:38:05.000;02.Afternoon
Loose Tea;8.95;Lower Manhattan;2023/05/19;17:34:47.000;01.Evening
Loose Tea;8.95;Hell's Kitchen;2023/05/21;10:55:58.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/06/10;12:15:57.000;02.Afternoon
Loose Tea;8.95;Hell's Kitchen;2023/06/23;08:27:51.000;01.Morning
Loose Tea;8.95;Lower Manhattan;2023/06/23;11:46:22.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/05/14;09:33:36.000;01.Morning
Loose Tea;8.95;Lower Manhattan;2023/05/13;17:41:18.000;01.Evening
Loose Tea;8.95;Hell's Kitchen;2023/06/14;16:05:40.000;01.Evening
Loose Tea;8.95;Lower Manhattan;2023/06/08;10:28:41.000;01.Morning
Loose Tea;8.95;Hell's Kitchen;2023/05/18;19:50:26.000;01.Evening
Bakery;8.80;Lower Manhattan;2023/06/29;14:08:42.000;02.Afternoon
Bakery;8.80;Lower Manhattan;2023/05/27;07:52:20.000;01.Morning
Bakery;8.80;Lower Manhattan;2023/06/28;08:56:33.000;01.Morning
Bakery;8.80;Lower Manhattan;2023/06/27;07:52:20.000;01.Morning
Tea;8.70;Hell's Kitchen;2023/05/21;10:02:28.000;01.Morning
Bakery;8.55;Lower Manhattan;2023/05/29;17:13:13.000;01.Evening
Bakery;8.55;Lower Manhattan;2023/06/29;17:13:13.000;01.Evening
Bakery;8.55;Lower Manhattan;2023/06/21;07:38:31.000;01.Morning
Coffee;8.50;Hell's Kitchen;2023/06/10;13:21:56.000;02.Afternoon
Coffee;8.50;Astoria;2023/06/10;16:08:30.000;01.Evening
Coffee;8.50;Hell's Kitchen;2023/06/17;06:51:29.000;01.Morning
Coffee;8.50;Astoria;2023/05/24;18:23:34.000;01.Evening
Coffee;8.50;Hell's Kitchen;2023/05/03;17:06:38.000;01.Evening
Coffee;8.50;Hell's Kitchen;2023/06/26;13:28:35.000;02.Afternoon
Coffee;8.50;Astoria;2023/06/03;15:24:48.000;02.Afternoon
Coffee;8.50;Hell's Kitchen;2023/05/25;14:41:21.000;02.Afternoon
Coffee;8.50;Hell's Kitchen;2023/06/20;11:44:05.000;01.Morning
Coffee;8.50;Lower Manhattan;2023/05/15;13:38:39.000;02.Afternoon
Coffee;8.50;Hell's Kitchen;2023/06/26;13:05:05.000;02.Afternoon
Coffee;8.50;Lower Manhattan;2023/06/09;19:21:25.000;01.Evening
Coffee;8.50;Astoria;2023/05/04;13:58:53.000;02.Afternoon
Coffee;8.50;Hell's Kitchen;2023/05/04;13:35:06.000;02.Afternoon
Coffee;8.50;Astoria;2023/05/03;18:10:56.000;01.Evening
Coffee;8.50;Astoria;2023/05/14;17:41:01.000;01.Evening
Coffee;8.50;Lower Manhattan;2023/05/22;10:53:01.000;01.Morning
Coffee;8.50;Lower Manhattan;2023/06/05;17:42:06.000;01.Evening
Coffee;8.50;Astoria;2023/06/17;11:12:44.000;01.Morning
Coffee;8.50;Astoria;2023/05/10;08:52:05.000;01.Morning
Coffee;8.50;Lower Manhattan;2023/05/30;09:32:34.000;01.Morning
Coffee;8.50;Lower Manhattan;2023/06/05;11:14:26.000;01.Morning
Coffee;8.50;Hell's Kitchen;2023/06/11;09:20:33.000;01.Morning
Coffee;8.50;Hell's Kitchen;2023/05/09;07:11:25.000;01.Morning
Coffee;8.50;Astoria;2023/05/03;15:24:48.000;02.Afternoon
Coffee;8.50;Hell's Kitchen;2023/06/17;18:54:44.000;01.Evening
Coffee;8.50;Hell's Kitchen;2023/06/19;09:24:01.000;01.Morning
Coffee;8.50;Astoria;2023/06/03;15:33:04.000;02.Afternoon
Coffee;8.50;Hell's Kitchen;2023/06/25;06:54:44.000;01.Morning
Coffee;8.50;Astoria;2023/05/12;07:12:11.000;01.Morning
Coffee;8.50;Astoria;2023/06/16;08:52:48.000;01.Morning
Coffee;8.50;Hell's Kitchen;2023/05/30;10:59:20.000;01.Morning
Coffee;8.50;Astoria;2023/06/23;16:09:11.000;01.Evening
Coffee;8.50;Lower Manhattan;2023/06/15;13:38:39.000;02.Afternoon
Coffee;8.50;Lower Manhattan;2023/06/09;10:06:02.000;01.Morning
Coffee;8.50;Astoria;2023/06/17;07:52:11.000;01.Morning
Coffee;8.50;Hell's Kitchen;2023/06/17;16:50:12.000;01.Evening
Coffee;8.50;Astoria;2023/06/19;09:31:15.000;01.Morning
Coffee;8.50;Lower Manhattan;2023/06/09;09:27:22.000;01.Morning
Coffee;8.50;Astoria;2023/05/19;08:43:53.000;01.Morning
Coffee;8.50;Hell's Kitchen;2023/05/03;13:36:50.000;02.Afternoon
